State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL
03,048,00000,000000,0000,000000,DISTRICT,Patiala,Urban,158036,763280,403722,359558,78398,42321,36077,116772,61079,55693,0,0,0,577953,317612,260341,185327,86110,99217
03,049,00000,000000,0000,000000,DISTRICT,Amritsar ,Total,488898,2490656,1318408,1172248,281795,154351,127444,770864,405977,364887,0,0,0,1684770,932981,751789,805886,385427,420459
03,049,00000,000000,0000,000000,DISTRICT,Amritsar ,Rural,214993,1156045,607266,548779,142172,77869,64303,464984,244254,220730,0,0,0,689447,386035,303412,466598,221231,245367
03,049,00000,000000,0000,000000,DISTRICT,Amritsar ,Urban,273905,1334611,711142,623469,139623,76482,63141,305880,161723,144157,0,0,0,995323,546946,448377,339288,164196,175092
03,050,00000,000000,0000,000000,DISTRICT,Tarn Taran,Total,203421,1119627,589369,530258,137223,75382,61841,377468,198715,178753,0,0,0,666162,376427,289735,453465,212942,240523
03,050,00000,000000,0000,000000,DISTRICT,Tarn Taran,Rural,176669,977832,514322,463510,120988,66536,54452,339558,178817,160741,0,0,0,570113,323165,246948,407719,191157,216562
03,050,00000,000000,0000,000000,DISTRICT,Tarn Taran,Urban,26752,141795,75047,66748,16235,8846,7389,37910,19898,18012,0,0,0,96049,53262,42787,45746,21785,23961
03,051,00000,000000,0000,000000,DISTRICT,Rupnagar,Total,135635,684627,357485,327142,72926,39152,33774,180905,94334,86571,0,0,0,502731,278534,224197,181896,78951,102945
03,051,00000,000000,0000,000000,DISTRICT,Rupnagar,Rural,97827,506820,264089,242731,55079,29629,25450,138597,72349,66248,0,0,0,364922,203376,161546,141898,60713,81185
03,051,00000,000000,0000,000000,DISTRICT,Rupnagar,Urban,37808,177807,93396,84411,17847,9523,8324,42308,21985,20323,0,0,0,137809,75158,62651,39998,18238,21760
03,052,00000,000000,0000,000000,DISTRICT,Sahibzada Ajit Singh Nagar,Total,205411,994628,529253,465375,115644,62808,52836,216231,114383,101848,0,0,0,736575,409944,326631,258053,119309,138744
03,052,00000,000000,0000,000000,DISTRICT,Sahibzada Ajit Singh Nagar,Rural,85123,450017,240984,209033,53006,29111,23895,132713,70327,62386,0,0,0,313569,178533,135036,136448,62451,73997
03,052,00000,000000,0000,000000,DISTRICT,Sahibzada Ajit Singh Nagar,Urban,120288,544611,288269,256342,62638,33697,28941,83518,44056,39462,0,0,0,423006,231411,191595,121605,56858,64747
03,053,00000,000000,0000,000000,DISTRICT,Sangrur,Total,318870,1655169,878029,777140,181334,98547,82787,461609,244231,217378,0,0,0,1002077,570413,431664,653092,307616,345476
03,053,00000,000000,0000,000000,DISTRICT,Sangrur,Rural,217864,1139204,604653,534551,122324,66967,55357,361376,191723,169653,0,0,0,658857,377587,281270,480347,227066,253281
03,053,00000,000000,0000,000000,DISTRICT,Sangrur,Urban,101006,515965,273376,242589,59010,31580,27430,100233,52508,47725,0,0,0,343220,192826,150394,172745,80550,92195
03,054,00000,000000,0000,000000,DISTRICT,Barnala,Total,115798,595527,317522,278005,64987,35266,29721,192001,101569,90432,0,0,0,359831,201999,157832,235696,115523,120173
03,054,00000,000000,0000,000000,DISTRICT,Barnala,Rural,76657,404842,215210,189632,42761,23151,19610,133435,70636,62799,0,0,0,234406,131516,102890,170436,83694,86742
03,054,00000,000000,0000,000000,DISTRICT,Barnala,Urban,39141,190685,102312,88373,22226,12115,10111,58566,30933,27633,0,0,0,125425,70483,54942,65260,31829,33431
04,000,00000,000000,0000,000000,STATE,CHANDIGARH,Total,241173,1055450,580663,474787,119434,63536,55898,199086,106356,92730,0,0,0,805438,465346,340092,250012,115317,134695
04,000,00000,000000,0000,000000,STATE,CHANDIGARH,Rural,7140,28991,17150,11841,4270,2282,1988,4974,2776,2198,0,0,0,19961,12752,7209,9030,4398,4632
04,000,00000,000000,0000,000000,STATE,CHANDIGARH,Urban,234033,1026459,563513,462946,115164,61254,53910,194112,103580,90532,0,0,0,785477,452594,332883,240982,110919,130063
04,055,00000,000000,0000,000000,DISTRICT,Chandigarh,Total,241173,1055450,580663,474787,119434,63536,55898,199086,106356,92730,0,0,0,805438,465346,340092,250012,115317,134695
04,055,00000,000000,0000,000000,DISTRICT,Chandigarh,Rural,7140,28991,17150,11841,4270,2282,1988,4974,2776,2198,0,0,0,19961,12752,7209,9030,4398,4632
04,055,00000,000000,0000,000000,DISTRICT,Chandigarh,Urban,234033,1026459,563513,462946,115164,61254,53910,194112,103580,90532,0,0,0,785477,452594,332883,240982,110919,130063
05,000,00000,000000,0000,000000,STATE,UTTARAKHAND,Total,2056975,10086292,5137773,4948519,1355814,717199,638615,1892516,968586,923930,291903,148669,143234,6880953,3863708,3017245,3205339,1274065,1931274
05,000,00000,000000,0000,000000,STATE,UTTARAKHAND,Rural,1425086,7036954,3519042,3517912,990776,521792,468984,1496665,761103,735562,264819,134691,130128,4614050,2596171,2017879,2422904,922871,1500033
05,000,00000,000000,0000,000000,STATE,UTTARAKHAND,Urban,631889,3049338,1618731,1430607,365038,195407,169631,395851,207483,188368,27084,13978,13106,2266903,1267537,999366,782435,351194,431241
05,056,00000,000000,0000,000000,DISTRICT,Uttarkashi,Total,67602,330086,168597,161489,46307,24165,22142,80567,40833,39734,3512,1651,1861,215126,128237,86889,114960,40360,74600
05,056,00000,000000,0000,000000,DISTRICT,Uttarkashi,Rural,61914,305781,155375,150406,43663,22691,20972,76875,38936,37939,3374,1581,1793,195909,117095,78814,109872,38280,71592
05,056,00000,000000,0000,000000,DISTRICT,Uttarkashi,Urban,5688,24305,13222,11083,2644,1474,1170,3692,1897,1795,138,70,68,19217,11142,8075,5088,2080,3008
05,057,00000,000000,0000,000000,DISTRICT,Chamoli,Total,88964,391605,193991,197614,52161,27609,24552,79317,39718,39599,12260,6021,6239,280556,155395,125161,111049,38596,72453
05,057,00000,000000,0000,000000,DISTRICT,Chamoli,Rural,74318,332209,160369,171840,45217,23813,21404,68000,33757,34243,9046,4457,4589,232303,126871,105432,99906,33498,66408
05,057,00000,000000,0000,000000,DISTRICT,Chamoli,Urban,14646,59396,33622,25774,6944,3796,3148,11317,5961,5356,3214,1564,1650,48253,28524,19729,11143,5098,6045
05,058,00000,000000,0000,000000,DISTRICT,Rudraprayag,Total,53542,242285,114589,127696,32046,16823,15223,47679,23585,24094,386,217,169,170933,91803,79130,71352,22786,48566
05,058,00000,000000,0000,000000,DISTRICT,Rudraprayag,Rural,50882,232360,108740,123620,30995,16240,14755,46279,22823,23456,309,169,140,162944,86853,76091,69416,21887,47529
05,058,00000,000000,0000,000000,DISTRICT,Rudraprayag,Urban,2660,9925,5849,4076,1051,583,468,1400,762,638,77,48,29,7989,4950,3039,1936,899,1037
05,059,00000,000000,0000,000000,DISTRICT,Tehri Garhwal,Total,132714,618931,297986,320945,84657,44634,40023,102130,50371,51759,875,459,416,407994,227406,180588,210937,70580,140357
05,059,00000,000000,0000,000000,DISTRICT,Tehri Garhwal,Rural,115691,548792,259381,289411,76718,40333,36385,94628,46327,48301,630,312,318,352776,195356,157420,196016,64025,131991
05,059,00000,000000,0000,000000,DISTRICT,Tehri Garhwal,Urban,17023,70139,38605,31534,7939,4301,3638,7502,4044,3458,245,147,98,55218,32050,23168,14921,6555,8366
05,060,00000,000000,0000,000000,DISTRICT,Dehradun,Total,347001,1696694,892199,804495,201652,106746,94906,228901,120430,108471,111663,58264,53399,1259506,702216,557290,437188,189983,247205
05,060,00000,000000,0000,000000,DISTRICT,Dehradun,Rural,144112,754753,392891,361862,99957,52203,47754,119123,62548,56575,101475,52825,48650,517836,292382,225454,236917,100509,136408
05,060,00000,000000,0000,000000,DISTRICT,Dehradun,Urban,202889,941941,499308,442633,101695,54543,47152,109778,57882,51896,10188,5439,4749,741670,409834,331836,200271,89474,110797
05,061,00000,000000,0000,000000,DISTRICT,Garhwal,Total,161778,687271,326829,360442,83901,44055,39846,122361,59842,62519,2215,1174,1041,494889,262148,232741,192382,64681,127701
05,061,00000,000000,0000,000000,DISTRICT,Garhwal,Rural,136180,574568,268029,306539,71170,37212,33958,109576,53278,56298,1952,1018,934,404558,213355,191203,170010,54674,115336
05,061,00000,000000,0000,000000,DISTRICT,Garhwal,Urban,25598,112703,58800,53903,12731,6843,5888,12785,6564,6221,263,156,107,90331,48793,41538,22372,10007,12365
05,062,00000,000000,0000,000000,DISTRICT,Pithoragarh,Total,114730,483439,239306,244133,63293,34853,28440,120378,60111,60267,19535,9558,9977,345550,189623,155927,137889,49683,88206
05,062,00000,000000,0000,000000,DISTRICT,Pithoragarh,Rural,96971,413834,202930,210904,54900,29986,24914,109541,54528,55013,15915,7822,8093,289256,159729,129527,124578,43201,81377
05,062,00000,000000,0000,000000,DISTRICT,Pithoragarh,Urban,17759,69605,36376,33229,8393,4867,3526,10837,5583,5254,3620,1736,1884,56294,29894,26400,13311,6482,6829
05,063,00000,000000,0000,000000,DISTRICT,Bageshwar,Total,58046,259898,124326,135572,35560,18679,16881,72061,35623,36438,1982,971,1011,179483,97546,81937,80415,26780,53635
05,063,00000,000000,0000,000000,DISTRICT,Bageshwar,Rural,55992,250819,119615,131204,34545,18129,16416,69842,34489,35353,1874,916,958,172166,93588,78578,78653,26027,52626
05,063,00000,000000,0000,000000,DISTRICT,Bageshwar,Urban,2054,9079,4711,4368,1015,550,465,2219,1134,1085,108,55,53,7317,3958,3359,1762,753,1009
05,064,00000,000000,0000,000000,DISTRICT,Almora,Total,140577,622506,291081,331425,80082,41672,38410,150995,72695,78300,1281,633,648,436497,231604,204893,186009,59477,126532
05,064,00000,000000,0000,000000,DISTRICT,Almora,Rural,125209,560192,257359,302833,74375,38605,35770,140931,67619,73312,750,364,386,383089,201819,181270,177103,55540,121563
05,064,00000,000000,0000,000000,DISTRICT,Almora,Urban,15368,62314,33722,28592,5707,3067,2640,10064,5076,4988,531,269,262,53408,29785,23623,8906,3937,4969
05,065,00000,000000,0000,000000,DISTRICT,Champawat,Total,53953,259648,131125,128523,37028,19766,17262,47383,24188,23195,1339,777,562,177726,102015,75711,81922,29110,52812
05,065,00000,000000,0000,000000,DISTRICT,Champawat,Rural,45741,221305,110842,110463,32342,17198,15144,41725,21262,20463,1084,640,444,149910,86379,63531,71395,24463,46932
05,065,00000,000000,0000,000000,DISTRICT,Champawat,Urban,8212,38343,20283,18060,4686,2568,2118,5658,2926,2732,255,137,118,27816,15636,12180,10527,4647,5880
05,066,00000,000000,0000,000000,DISTRICT,Nainital,Total,191383,954605,493666,460939,124272,65337,58935,191206,98824,92382,7495,3801,3694,696500,385779,310721,258105,107887,150218
05,066,00000,000000,0000,000000,DISTRICT,Nainital,Rural,114954,582871,299257,283614,79212,41526,37686,137906,71137,66769,5780,2934,2846,417970,234254,183716,164901,65003,99898
05,066,00000,000000,0000,000000,DISTRICT,Nainital,Urban,76429,371734,194409,177325,45060,23811,21249,53300,27687,25613,1715,867,848,278530,151525,127005,93204,42884,50320
05,067,00000,000000,0000,000000,DISTRICT,Udham Singh Nagar,Total,308581,1648902,858783,790119,229162,120687,108475,238264,124385,113879,123037,61758,61279,1037839,598525,439314,611063,260258,350805
05,067,00000,000000,0000,000000,DISTRICT,Udham Singh Nagar,Rural,198645,1062142,550470,511672,149886,78825,71061,174919,91263,83656,117381,58843,58538,652717,379437,273280,409425,171033,238392
05,067,00000,000000,0000,000000,DISTRICT,Udham Singh Nagar,Urban,109936,586760,308313,278447,79276,41862,37414,63345,33122,30223,5656,2915,2741,385122,219088,166034,201638,89225,112413
05,068,00000,000000,0000,000000,DISTRICT,Hardwar,Total,338104,1890422,1005295,885127,285693,152173,133520,411274,217981,193293,6323,3385,2938,1178354,691411,486943,712068,313884,398184
05,068,00000,000000,0000,000000,DISTRICT,Hardwar,Rural,204477,1197328,633784,563544,197796,105031,92765,307320,163136,144184,5249,2810,2439,682616,409053,273563,514712,224731,289981
05,068,00000,000000,0000,000000,DISTRICT,Hardwar,Urban,133627,693094,371511,321583,87897,47142,40755,103954,54845,49109,1074,575,499,495738,282358,213380,197356,89153,108203
06,000,00000,000000,0000,000000,STATE,HARYANA,Total,4857524,25351462,13494734,11856728,3380721,1843109,1537612,5113615,2709656,2403959,0,0,0,16598988,9794067,6804921,8752474,3700667,5051807
06,000,00000,000000,0000,000000,STATE,HARYANA,Rural,3043756,16509359,8774006,7735353,2285112,1245090,1040022,3720109,1973294,1746815,0,0,0,10158442,6140099,4018343,6350917,2633907,3717010
06,000,00000,000000,0000,000000,STATE,HARYANA,Urban,1813768,8842103,4720728,4121375,1095609,598019,497590,1393506,736362,657144,0,0,0,6440546,3653968,2786578,2401557,1066760,1334797
06,069,00000,000000,0000,000000,DISTRICT,Panchkula,Total,117107,561293,299679,261614,66302,35583,30719,101830,53868,47962,0,0,0,405318,229862,175456,155975,69817,86158
06,069,00000,000000,0000,000000,DISTRICT,Panchkula,Rural,46154,248063,133153,114910,32010,17107,14903,51484,27259,24225,0,0,0,163427,95926,67501,84636,37227,47409
06,069,00000,000000,0000,000000,DISTRICT,Panchkula,Urban,70953,313230,166526,146704,34292,18476,15816,50346,26609,23737,0,0,0,241891,133936,107955,71339,32590,38749
06,070,00000,000000,0000,000000,DISTRICT,Ambala,Total,224334,1128350,598703,529647,127689,70541,57148,296246,156874,139372,0,0,0,818025,461288,356737,310325,137415,172910
06,070,00000,000000,0000,000000,DISTRICT,Ambala,Rural,117702,627576,331703,295873,74425,41467,32958,208224,110736,97488,0,0,0,426642,244282,182360,200934,87421,113513
06,070,00000,000000,0000,000000,DISTRICT,Ambala,Urban,106632,500774,267000,233774,53264,29074,24190,88022,46138,41884,0,0,0,391383,217006,174377,109391,49994,59397
06,071,00000,000000,0000,000000,DISTRICT,Yamunanagar,Total,235423,1214205,646718,567487,146789,80393,66396,306743,163200,143543,0,0,0,832457,474793,357664,381748,171925,209823
06,071,00000,000000,0000,000000,DISTRICT,Yamunanagar,Rural,136652,741376,393957,347419,93904,51380,42524,233513,124252,109261,0,0,0,477813,276833,200980,263563,117124,146439
06,071,00000,000000,0000,000000,DISTRICT,Yamunanagar,Urban,98771,472829,252761,220068,52885,29013,23872,73230,38948,34282,0,0,0,354644,197960,156684,118185,54801,63384
06,072,00000,000000,0000,000000,DISTRICT,Kurukshetra,Total,188143,964655,510976,453679,116957,64320,52637,215128,113311,101817,0,0,0,646893,370828,276065,317762,140148,177614
06,072,00000,000000,0000,000000,DISTRICT,Kurukshetra,Rural,130824,685430,361020,324410,86773,47734,39039,173560,91213,82347,0,0,0,437671,253287,184384,247759,107733,140026
06,072,00000,000000,0000,000000,DISTRICT,Kurukshetra,Urban,57319,279225,149956,129269,30184,16586,13598,41568,22098,19470,0,0,0,209222,117541,91681,70003,32415,37588
06,073,00000,000000,0000,000000,DISTRICT,Kaithal,Total,204274,1074304,571003,503301,139393,76258,63135,247513,131486,116027,0,0,0,646529,385782,260747,427775,185221,242554
06,073,00000,000000,0000,000000,DISTRICT,Kaithal,Rural,158019,838293,445931,392362,110499,60425,50074,202878,107815,95063,0,0,0,485223,293066,192157,353070,152865,200205
06,073,00000,000000,0000,000000,DISTRICT,Kaithal,Urban,46255,236011,125072,110939,28894,15833,13061,44635,23671,20964,0,0,0,161306,92716,68590,74705,32356,42349
06,074,00000,000000,0000,000000,DISTRICT,Karnal,Total,292084,1505324,797712,707612,196610,107797,88813,339604,179681,159923,0,0,0,978013,564516,413497,527311,233196,294115
06,074,00000,000000,0000,000000,DISTRICT,Karnal,Rural,198594,1050514,557110,493404,142691,78011,64680,259520,137535,121985,0,0,0,647883,380886,266997,402631,176224,226407
06,074,00000,000000,0000,000000,DISTRICT,Karnal,Urban,93490,454810,240602,214208,53919,29786,24133,80084,42146,37938,0,0,0,330130,183630,146500,124680,56972,67708
06,075,00000,000000,0000,000000,DISTRICT,Panipat,Total,235640,1205437,646857,558580,169662,92380,77282,206213,109695,96518,0,0,0,786599,464136,322463,418838,182721,236117
06,075,00000,000000,0000,000000,DISTRICT,Panipat,Rural,121876,650352,349642,300710,94584,51786,42798,130212,69446,60766,0,0,0,402944,243714,159230,247408,105928,141480
06,075,00000,000000,0000,000000,DISTRICT,Panipat,Urban,113764,555085,297215,257870,75078,40594,34484,76001,40249,35752,0,0,0,383655,220422,163233,171430,76793,94637
06,076,00000,000000,0000,000000,DISTRICT,Sonipat,Total,277726,1450001,781299,668702,188262,104693,83569,269935,144516,125419,0,0,0,998316,589881,408435,451685,191418,260267
06,076,00000,000000,0000,000000,DISTRICT,Sonipat,Rural,187552,996637,538750,457887,132007,73328,58679,192682,103444,89238,0,0,0,665141,400112,265029,331496,138638,192858
06,076,00000,000000,0000,000000,DISTRICT,Sonipat,Urban,90174,453364,242549,210815,56255,31365,24890,77253,41072,36181,0,0,0,333175,189769,143406,120189,52780,67409
06,077,00000,000000,0000,000000,DISTRICT,Jind,Total,249736,1334152,713006,621146,168554,91710,76844,282351,150940,131411,0,0,0,832758,502049,330709,501394,210957,290437
06,077,00000,000000,0000,000000,DISTRICT,Jind,Rural,190875,1028569,550519,478050,131390,71437,59953,228804,122596,106208,0,0,0,617715,377967,239748,410854,172552,238302
06,077,00000,000000,0000,000000,DISTRICT,Jind,Urban,58861,305583,162487,143096,37164,20273,16891,53547,28344,25203,0,0,0,215043,124082,90961,90540,38405,52135
06,078,00000,000000,0000,000000,DISTRICT,Fatehabad,Total,180637,942011,495360,446651,121024,65279,55745,284357,149111,135246,0,0,0,557578,327471,230107,384433,167889,216544
06,078,00000,000000,0000,000000,DISTRICT,Fatehabad,Rural,145137,762423,400814,361609,99259,53426,45833,239215,125461,113754,0,0,0,434531,258814,175717,327892,142000,185892
06,078,00000,000000,0000,000000,DISTRICT,Fatehabad,Urban,35500,179588,94546,85042,21765,11853,9912,45142,23650,21492,0,0,0,123047,68657,54390,56541,25889,30652
06,079,00000,000000,0000,000000,DISTRICT,Sirsa,Total,246571,1295189,682582,612607,157667,84684,72983,387381,202430,184951,0,0,0,782897,456968,325929,512292,225614,286678
06,079,00000,000000,0000,000000,DISTRICT,Sirsa,Rural,183495,975941,514177,461764,120421,64422,55999,312059,163211,148848,0,0,0,559635,331990,227645,416306,182187,234119
06,079,00000,000000,0000,000000,DISTRICT,Sirsa,Urban,63076,319248,168405,150843,37246,20262,16984,75322,39219,36103,0,0,0,223262,124978,98284,95986,43427,52559
06,080,00000,000000,0000,000000,DISTRICT,Hisar,Total,335608,1743931,931562,812369,215167,116229,98938,408785,217338,191447,0,0,0,1114311,670200,444111,629620,261362,368258
06,080,00000,000000,0000,000000,DISTRICT,Hisar,Rural,225651,1190443,634139,556304,150650,81222,69428,302577,161528,141049,0,0,0,714796,439026,275770,475647,195113,280534
06,080,00000,000000,0000,000000,DISTRICT,Hisar,Urban,109957,553488,297423,256065,64517,35007,29510,106208,55810,50398,0,0,0,399515,231174,168341,153973,66249,87724
06,081,00000,000000,0000,000000,DISTRICT,Bhiwani,Total,311380,1634445,866672,767773,212011,115756,96255,341162,181475,159687,0,0,0,1069871,643158,426713,564574,223514,341060
06,081,00000,000000,0000,000000,DISTRICT,Bhiwani,Rural,248136,1313123,696212,616911,172608,94039,78569,274877,146464,128413,0,0,0,840162,511763,328399,472961,184449,288512
06,081,00000,000000,0000,000000,DISTRICT,Bhiwani,Urban,63244,321322,170460,150862,39403,21717,17686,66285,35011,31274,0,0,0,229709,131395,98314,91613,39065,52548
